+ Dolç	77782	https://www.just-eat.es/restaurants--dolc-mataro/menu	3687, 3720, 3722, 3748, 3982, 4133, 4134
+ Que Tapas	118778	https://www.just-eat.es/restaurants--que-tapas-o-burgo/menu	6812, 6813, 6971, 6999, 7038, 7116, 7117, 7135, 7178, 7181, 7238, 7270, 7291, 7299, 7364, 7397, 7403, 7420, 7428, 7430, 7486, 7552, 7936, 7983, 8003, 8167, 8168, 8312, 8322, 8453, 8487, 8549, 8632, 8835, 8836, 8864, 8901
+ Tapas	11494	https://www.just-eat.es/restaurants-tapas-elda/menu	812, 813, 850, 865, 897, 915, 926, 934, 935, 940, 990, 993, 1011, 1015, 1016, 1032, 1043, 1046, 1057, 1062, 1066, 1074, 1108, 1114, 1115, 1118, 1124, 1127, 1130, 1132, 1139, 1140, 1142, 1143, 1205, 1225, 1232, 1272, 1282, 1290, 1300, 1307, 1308, 1316, 1322, 1334, 1356, 1358, 1416, 1417, 1420, 1426, 1506, 1518, 1528, 1531, 1537, 1545, 1617, 1639, 1643, 1660, 1681, 1707, 1738, 1739, 1740, 1803, 1861
+55 Poke Bowls & Açaí	84237	https://www.just-eat.es/restaurants-55-poke-bowls-and-acai-badalona/menu	3866, 3889, 3979, 4095, 4138
+cotas	101876	https://www.just-eat.es/restaurants-cotas-jerez-de-la-frontera/menu	5732, 5748, 5768, 5781, 5796, 5814, 5815, 5818, 5823, 5830, 5831, 5839, 5849, 5853, 5872, 5873, 5901, 5903, 5905, 5912, 5917, 5919, 5924, 5951, 5953, 5957, 5970, 5978
🥇Latorre	77421	https://www.just-eat.es/restaurants-conservas-latorre-barcelona/menu	3674, 3790, 3944
081 Napoli	176526	https://www.just-eat.es/restaurants-081-napoli-san-lorenzo-de-el-escorial/menu	16358, 16410, 16615
100 Churritos	299005	https://www.just-eat.es/restaurants-100-churritos-sevilla/menu	34093, 34107, 34116, 34142, 34168, 34249, 34258
100 Montaditos Antonio Maura	108724	https://www.just-eat.es/restaurants-100-montaditos-antonio-maura-cordoba/menu	6372, 6377, 6379, 6382, 6433, 6440, 6466, 6470, 6499, 6512, 6531, 6549, 6550, 6551, 6565, 6566, 6588, 6597, 6634, 6641, 6672, 6675, 6684, 6700, 6703, 6720, 6730, 6748, 6751, 6756, 6774
100 Montaditos Area Sur	101825	https://www.just-eat.es/restaurants-100-montaditos-area-sur-11408/menu	5732, 5748, 5768, 5781, 5796, 5814, 5818, 5830, 5831, 5839, 5849, 5853, 5872, 5873, 5901, 5903, 5905, 5912, 5917, 5919, 5924, 5951, 5953, 5957, 5970, 5978
100 Montaditos Arena	310427	https://www.just-eat.es/restaurants-100-montaditos-arena-valencia/menu	35741, 35825, 35857, 35904, 35927, 35973, 35993
100 Montaditos As Cancelas	119404	https://www.just-eat.es/restaurants-100-montaditos-as-cancelas-santiago-de-compostela/menu	6817, 6819, 6821, 6842, 6910, 6957, 6972, 7063, 7121, 7122, 7152, 7153, 7232, 7374, 7376, 7399, 7405, 7422, 7498, 7521, 7526, 7547, 7553, 7578, 7583, 7590, 7609, 7702, 7716, 7803, 7874, 7877, 8021, 8133, 8156, 8212, 8244, 8256, 8406, 8419, 8461, 8491, 8619, 8620, 8636, 8690, 8711, 8795, 8863, 8868, 8875, 8905
100 montaditos Avicena	298524	https://www.just-eat.es/restaurants-100-montaditos-avicena-sevilla/menu	34071, 34093, 34107, 34210, 34211, 34212, 34236, 34258
100 Montaditos Barakaldo	324767	https://www.just-eat.es/restaurants-100-montaditos-barakaldo-barakaldo/menu	36468, 36500, 36501, 36569, 36628, 36687, 36807, 36850, 36895, 36954, 36971, 36977, 36986, 37005, 37019, 37088, 37109, 37125, 37172
100 Montaditos C.C. Magic Badalona	84003	https://www.just-eat.es/restaurants-100-montaditos-cc-magic-badalona/menu	3866, 3886, 3889, 3979, 4095, 4113, 4138
100 Montaditos Calderón	294903	https://www.just-eat.es/restaurants-100-montaditos-calderon-santa-cruz-de-tenerife/menu	32749, 32972, 33135, 33296, 33441
100 Montaditos Calle Heráclio	286557	https://www.just-eat.es/restaurants-100-montaditos-calle-heraclio-la-laguna/menu	31857, 31862, 31863, 31865, 31877, 31884, 31887, 31888, 31913, 31919, 31923, 31971, 31981, 31984, 31985, 32000, 32004, 32008, 32009, 32034, 32071, 32097, 32121, 32127, 32159, 32160, 32177, 32191, 32202, 32216, 32229, 32255, 32260, 32262, 32264, 32290, 32291, 32313, 32315, 32319, 32332, 32338, 32392, 32400, 32403, 32440, 32442, 32453, 32464, 32467, 32476, 32481, 32522, 32547, 32552, 32553, 32570
100 Montaditos CC Fan	53873	https://www.just-eat.es/restaurants-100-montaditos-cc-fan-palma/menu	3205, 3217, 3221, 3244, 3310, 3317, 3332, 3333, 3335, 3340, 3369, 3373, 3374, 3377, 3379, 3380, 3391, 3398, 3421, 3425, 3426, 3458, 3459, 3464, 3465, 3468, 3469, 3485, 3497, 3501, 3504, 3510, 3514, 3532, 3567, 3571, 3597, 3603, 3610, 3612, 3616, 3622, 3624, 3628, 3629, 3636, 3640, 3642, 3646, 3667
100 Montaditos CC Plaza	102114	https://www.just-eat.es/restaurants-100montaditos-ccplaza-san-fernando/menu	5763, 5783, 5785, 5802, 5811, 5828, 5846, 5887, 5899, 5904, 5930, 5931, 5935
100 Montaditos CC Plenilunio	335619	https://www.just-eat.es/restaurants-100-montaditos-cc-plenilunio-madrid/menu	38068, 38070, 38071, 38073, 38074, 38075, 38076, 38077, 38079, 38080, 38081, 38083, 38086, 38087, 38090, 38091, 38092, 38093, 38095, 38096, 38097, 38098, 38099, 38100, 38102, 38103, 38104, 38105, 38106, 38107, 38108, 38109, 38110, 38111, 38112, 38114, 38115, 38119, 38120, 38121, 38122, 38124, 38125, 38126, 38127, 38128, 38129, 38130, 38131, 38132, 38134, 38135, 38137, 38138, 38140, 38141, 38142, 38143, 38145, 38146, 38147, 38148, 38151, 38152, 38153, 38156, 38158, 38159, 38160, 38162, 38163, 38164, 38165, 38166, 38167, 38168, 38169, 38171, 38172, 38173, 38174, 38178, 38179, 38183, 38184, 38185, 38186, 38187, 38188, 38190, 38192, 38193, 38196, 38197, 38198, 38199, 38200, 38203, 38204, 38205, 38209, 38210, 38211, 38213, 38214, 38217, 38218, 38219, 38220, 38221, 38222, 38224, 38225, 38226, 38227, 38228, 38229, 38231, 38232, 38233, 38234, 38235, 38236, 38237, 38238, 38239, 38240, 38242, 38244, 38245, 38247, 38248, 38249, 38250, 38251, 38252, 38254, 38255, 38256, 38257, 38258, 38259, 38260, 38262, 38264, 38265, 38
100 Montaditos CC Saler	310131	https://www.just-eat.es/restaurants-100-montaditos-cc-saler-valencia/menu	35735, 35751, 35801, 35876, 35971, 35992, 36028, 36108
100 Montaditos CC Siete Palmas	261151	https://www.just-eat.es/restaurants-100-montaditos-cc-siete-palmas-35019/menu	28996, 29069, 29119, 29147, 29152, 29303, 29333, 29343, 29394, 29418, 29471, 29540, 29564, 29575, 29576, 29581, 29700, 29716, 29805, 29835, 29838, 29869, 29887, 29899, 29905, 29950
100 Montaditos CC. El Arcangel	108771	https://www.just-eat.es/restaurants-100-montaditos-cc-el-arcangel-cordoba/menu	6372, 6377, 6379, 6382, 6401, 6433, 6437, 6438, 6440, 6466, 6470, 6499, 6512, 6531, 6549, 6550, 6551, 6565, 6566, 6572, 6588, 6597, 6634, 6641, 6672, 6675, 6684, 6700, 6703, 6720, 6730, 6748, 6751, 6756, 6774
100 Montaditos Conil	102063	https://www.just-eat.es/restaurants-100-montaditos-conil-conil-de-la-frontera/menu	5759, 5806, 5808, 5825, 5829, 5923
100 Montaditos Corinto	300852	https://www.just-eat.es/restaurants-100-montaditos-corinto-sevilla/menu	34210, 34211, 34212, 34236
100 Montaditos Delicias Zaragoza	334603	https://www.just-eat.es/restaurants-100-montaditos-delicias-zaragoza-zaragoza/menu	37747, 37952
100 Montaditos ECI Bahia de Santander	294453	https://www.just-eat.es/restaurants-100-montaditos-eci-bahia-de-santander-39011/menu	32628, 32657, 32749, 32911, 32972, 33079, 33118, 33135, 33252, 33296, 33530
100 MONTADITOS EMILIO LEMOS	298062	https://www.just-eat.es/restaurants-100-montaditos-emilio-lemos-sevilla/menu	34059, 34210, 34211, 34212, 34239, 34241, 34247, 34251, 34254
100 Montaditos Espacio León	170135	https://www.just-eat.es/restaurants-100-montaditos-espacio-san-andres-del-rabanedo/menu	12355, 12482, 12485, 12851, 12883, 12921, 12987, 12998, 13293, 13385, 13520, 13666
100 Montaditos Estepark	107413	https://www.just-eat.es/restaurants-ab-castellon-de-la-planacastello-de-la-plana/menu	5995, 5999, 6001, 6034, 6035, 6183
100 Montaditos Gayano Lluch	313605	https://www.just-eat.es/restaurants-100-montaditos-gayano-lluch-valencia/menu	35812, 35831, 35840, 35900, 35942, 36105, 36128
100 Montaditos Gijón	215005	https://www.just-eat.es/restaurants-100-montaditos-gijon-gijon/menu	22165, 22245, 22488, 22512, 22576, 22669, 22996, 23022, 23044, 23050, 23056, 23143, 23326, 23382, 23486, 23593, 23684, 23803, 23954, 24001, 24087, 24111, 24278, 24672, 24930, 24971, 25113, 25238, 25279, 25458, 25466, 25468, 25949, 26094, 26095, 26227, 26264, 26612, 26648, 26735, 26784, 26955, 26985, 27101, 27134, 27297, 27569, 27940, 28084, 28329, 28446, 28451, 28461, 28466
100 MONTADITOS Gran Vía Majadahonda	453661	https://www.just-eat.es/restaurants-100-montaditos-gran-via-majadahonda-28220/menu	38777, 38779, 38780
100 Montaditos L´aljub	12046	https://www.just-eat.es/restaurants-100-montaditos-laljub-elx12/menu	842, 878, 893, 914, 920, 927, 937, 996, 1024, 1044, 1079, 1174, 1186, 1191, 1223, 1239, 1321, 1337, 1366, 1368, 1412, 1415, 1424, 1517, 1635, 1675, 1697, 1762
100 Montaditos Lillo	53386	https://www.just-eat.es/restaurants-100-montaditos-lillo-merida/menu	3004, 3026, 3078
100 Montaditos Lucero	13893	https://www.just-eat.es/restaurants-100-montaditos-lucero-alicantealacant/menu	898, 1254, 1587, 1640, 1706, 1815, 1856
100 Montaditos María Muñoz	330489	https://www.just-eat.es/restaurants-100-montaditos-maria-munoz-bilbao/menu	36967, 36990, 37049
100 Montaditos Maria Zambrano	334408	https://www.just-eat.es/restaurants-100-montaditos-maria-zambrano-zaragoza/menu	37691, 37716, 37747, 37875, 37912, 37940, 37952
100 Montaditos Marineda City	118959	https://www.just-eat.es/restaurants-100-montaditos-marineda-city-a-coruna/menu	6812, 6813, 6818, 6845, 6851, 7038, 7116, 7117, 7135, 7186, 7270, 7291, 7299, 7307, 7397, 7403, 7430, 7486, 7575, 7620, 7983, 8167, 8168, 8202, 8312, 8453, 8487
100 Montaditos Mediterráneo	50882	https://www.just-eat.es/restaurants-100-montaditos-mediterreneo-almeria/menu	1921, 1992, 2024, 2059, 2091, 2130, 2208, 2226, 2247, 2261, 2532
100 Montaditos Multiespai	84149	https://www.just-eat.es/restaurants-100-montaditos-multiespai-barcelona/menu	3866, 3886, 3889, 3979, 4095, 4113, 4138
100 Montaditos Nueva Ciudad	53343	https://www.just-eat.es/restaurants-100-montaditos-nueva-ciudad-merida/menu	3004, 3026, 3031, 3078
100 Montaditos Parque Chapin	101918	https://www.just-eat.es/restaurants-100-montaditos-parque-chapin-11405/menu	5748, 5781, 5796, 5815, 5823, 5830, 5839, 5849, 5853, 5872, 5873, 5874, 5905, 5924, 5953, 5957, 5964
100 Montaditos Peñacastillo	294437	https://www.just-eat.es/restaurants-100-montaditos---penacastillo-santander/menu	32628, 32657, 32714, 32749, 32762, 32911, 32972, 32997, 33079, 33118, 33135, 33252, 33296, 33327, 33435, 33441, 33530
100 Montaditos Pinto Baeza	11707	https://www.just-eat.es/restaurants-100-montaditos-pinto-baeza-03010/menu	832, 851, 881, 938, 947, 951, 1007, 1008, 1027, 1031, 1051, 1056, 1064, 1072, 1126, 1144, 1151, 1168, 1210, 1237, 1291, 1292, 1293, 1324, 1376, 1380, 1409, 1432, 1440, 1448, 1451, 1462, 1476, 1480, 1488, 1523, 1536, 1538, 1558, 1633, 1651, 1665, 1699, 1705, 1708, 1727, 1734, 1758, 1777, 1788, 1813, 1827, 1830, 1840, 1851, 1852
100 Montaditos Plaza Norte	176579	https://www.just-eat.es/restaurants-100-montaditos-san-sebastian-de-los-reyes/menu	16359, 38387, 38388, 38389, 38391, 38392, 38393, 38394, 38395, 38396, 38397, 38399, 38400, 38403, 38404, 38405, 38406, 38407, 38408, 38409, 38410, 38411, 38412, 38413, 38414, 38415, 38416, 38417, 38418, 38419, 38420, 38421, 38422, 38423, 38424, 38425, 38426, 38427, 38430, 38431, 38432, 38433, 38434, 38435, 38436, 38437, 38438, 38439, 38440, 38441, 38442, 38443, 38444, 38445, 38446, 38447, 38448, 38449, 38450, 38452, 38453, 38454, 38455, 38457, 38458, 38459, 38460, 38461, 38462, 38463, 38464, 38465, 38467, 38468, 38469, 38471, 38472, 38473, 38474, 38475, 38476, 38477, 38478, 38479, 38480, 38481, 38482, 38483, 38484, 38485, 38487, 38489, 38490, 38491, 38492, 38493, 38494, 38496, 38497, 38498, 38499, 38500, 38501, 38502, 38503, 38505, 38506, 38507, 38508, 38509, 38510, 38511, 38512, 38513, 38514, 38515, 38516, 38517, 38518, 38519, 38520, 38521, 38522, 38523, 38524, 38525, 38526, 38531, 38532, 38535, 38537, 38539, 38540, 38541
100 Montaditos Sagasta	334579	https://www.just-eat.es/restaurants-cienmontaditossagasta/menu	37747, 37912
100 Montaditos San Pedro	101472	https://www.just-eat.es/restaurants-100-montaditos-san-pedro-caceres/menu	5433, 5576, 5597
100 Montaditos Santiago	119439	https://www.just-eat.es/restaurants-100-montaditos-santiago-santiago-de-compostela/menu	6817, 6819, 6821, 6839, 6842, 6860, 6910, 6938, 6939, 6949, 6957, 6972, 7018, 7030, 7035, 7036, 7037, 7063, 7105, 7109, 7121, 7122, 7152, 7153, 7167, 7229, 7232, 7233, 7268, 7336, 7374, 7376, 7399, 7405, 7416, 7422, 7437, 7498, 7520, 7521, 7526, 7547, 7553, 7578, 7583, 7590, 7602, 7606, 7609, 7611, 7702, 7716, 7803, 7874, 7877, 7959, 7960, 8021, 8113, 8116, 8133, 8156, 8212, 8244, 8256, 8406, 8419, 8461, 8481, 8491, 8523, 8562, 8573, 8619, 8620, 8636, 8690, 8711, 8780, 8782, 8827, 8858, 8863, 8875, 8905, 8956
100 MONTADITOS SERGIO CARDELL	12224	https://www.just-eat.es/restaurants-100-montaditos-sergio-cardell-03540/menu	847, 851, 877, 881, 908, 923, 938, 947, 951, 970, 1004, 1008, 1022, 1025, 1027, 1031, 1041, 1056, 1072, 1120, 1144, 1152, 1165, 1168, 1171, 1210, 1221, 1227, 1228, 1257, 1267, 1269, 1291, 1292, 1324, 1325, 1330, 1350, 1370, 1380, 1393, 1394, 1395, 1396, 1409, 1455, 1462, 1476, 1480, 1484, 1488, 1515, 1523, 1536, 1538, 1558, 1583, 1590, 1599, 1621, 1628, 1633, 1651, 1665, 1676, 1699, 1702, 1703, 1708, 1709, 1727, 1734, 1788, 1799, 1813, 1827, 1851, 1852
100 Montaditos Tapas C.O. La Báscula	174829	https://www.just-eat.es/restaurants-cienmontaditoselalamo/menu	16279, 16304, 16326, 16398, 16434, 16471, 16505, 16638, 35529, 35699
100 Montaditos Tapas Elche	12058	https://www.just-eat.es/restaurants-100-montaditos-tapas-elche-elcheelx/menu	842, 893, 1191, 1239, 1337, 1517, 1675, 1762
100 Montaditos Tapas Nuevo Centro	309772	https://www.just-eat.es/restaurants-100-montaditos-nuevo-centro-valencia/menu	35728, 35749, 35787, 35788, 35790, 35812, 35831, 35900, 35974, 36053, 36059, 36069, 36073, 36128
100 Montaditos Tapas Plaza Glorieta	12071	https://www.just-eat.es/restaurants-100-montaditos-plaza-glorieta-elcheelx/menu	842, 922, 937, 1186, 1239, 1321, 1337, 1469, 1517, 1675, 1820, 1821, 1822, 1845
100 Montaditos Torrecárdenas	50874	https://www.just-eat.es/restaurants-100-montaditos-torrecardenas-almeria12/menu	1921, 1963, 1975, 1992, 2014, 2024, 2052, 2059, 2078, 2091, 2130, 2208, 2226, 2247, 2261, 2357, 2532, 2536
100 Montaditos Torrejón	175272	https://www.just-eat.es/restaurants-100-montaditos-torrejon-28850-28850/menu	16303, 16332, 16529, 16612, 16652
100 Montaditos Vallsur	324037	https://www.just-eat.es/restaurants-100-montaditos-vallsur-valladolid/menu	36307, 36356, 36433
100 Montaditos Vialia	281645	https://www.just-eat.es/restaurants-100-montaditos-vialia-salamanca-37004/menu	31154, 31157, 31160, 31167, 31169, 31175, 31192, 31247, 31249, 31270, 31273, 31297, 31526, 31535, 31582, 31605, 31611, 31614, 31642, 31691, 31747, 31762, 31814
100 Montaditos Zubiarte	324862	https://www.just-eat.es/restaurants-100-montaditos-zubiarte-bilbao/menu	36471, 36547, 36696, 36762, 36880, 36967, 36990, 37049
101 Burgers	164134	https://www.just-eat.es/restaurants-101-burgers-granada/menu	9952, 10154, 10169, 10190
101 Dim Sum	78522	https://www.just-eat.es/restaurants-101-dim-sum-valencia/menu	3713, 3765, 3826, 3829, 3957
101 SmashBurgers	118925	https://www.just-eat.es/restaurants-101-smashburgers-a-coruna/menu	6812, 7038, 7135, 7186, 7270, 7291, 7299, 7397, 7403, 7430, 7486, 7575, 7620, 7983, 8312, 8453, 8487, 8835
10X10 Pizzicas ZGZ	334613	https://www.just-eat.es/restaurants-10x10pizzicaszgzzaragoza/menu	37747, 37912, 37952
120 Gramos	404947	https://www.just-eat.es/restaurants-120-gramos-alcobendas/menu	38389, 38391, 38393, 38394, 38396, 38397, 38400, 38404, 38405, 38408, 38410, 38412, 38413, 38414, 38415, 38417, 38418, 38419, 38421, 38425, 38426, 38427, 38431, 38432, 38433, 38435, 38436, 38437, 38438, 38439, 38441, 38442, 38443, 38444, 38445, 38446, 38449, 38453, 38454, 38455, 38457, 38458, 38459, 38462, 38463, 38464, 38465, 38469, 38472, 38473, 38474, 38477, 38480, 38481, 38482, 38484, 38485, 38487, 38489, 38490, 38491, 38492, 38493, 38496, 38498, 38500, 38501, 38503, 38506, 38507, 38508, 38509, 38510, 38511, 38512, 38513, 38514, 38516, 38517, 38519, 38520, 38522, 38523, 38525, 38531, 38532, 38535, 38537, 38539, 38540
120 Gramos De Felicidad	51085	https://www.just-eat.es/restaurants-pietro-burger-almeria-almeria/menu	1975, 1992, 2014, 2024, 2059, 2078, 2091, 2130, 2208, 2226, 2247, 2261, 2532, 2536
1890 La Massa	77786	https://www.just-eat.es/restaurants-1890-la-massa-vilassar-de-dalt/menu	3687, 3720, 3722, 3915, 3947, 3948, 4092, 4117, 4133, 4134
18CTEA	261113	https://www.just-eat.es/restaurants-18ctea-las-palmas-de-gran-canaria/menu	28996, 29119, 29145, 29147, 29152, 29192, 29215, 29248
18CTEA BUBBLE TEA	77999	https://www.just-eat.es/restaurants-18ctea-sabadell-08201/menu	3693, 3697, 3777, 3962, 4038, 4075, 4100
1959 Coffee Experience	85792	https://www.just-eat.es/restaurants-1959-coffee-experience-08930/menu	3889, 3979, 4138
1era De Triana	261280	https://www.just-eat.es/restaurants-la-1era-de-triana-35002/menu	28996, 29119, 29303, 29418, 29471, 29564, 29869, 29899
2 Taj Mahal 2	305143	https://www.just-eat.es/restaurants-2-taj-mahal-2-tortosa/menu	34798, 34836, 34854, 34907, 34927, 34928, 34935, 35008, 35046, 35064, 35083, 35119, 35132
200 Grados Carnes & Ahumados	184783	https://www.just-eat.es/restaurants-200-grados-carnes-and-ahumados-29120/menu	16713, 16724, 16733, 16802, 16803, 16808, 16821, 16827, 16829, 16855, 16860, 16925, 16926, 16932, 16958, 16962, 16980, 16982, 16996, 17015, 17041, 17052
21 Mars Bistrot	80677	https://www.just-eat.es/restaurants-21mars-bistrot-barcelona/menu	3790, 3804, 3997, 4010, 4015
22.2º Gradi Pizza Al Taglio	334487	https://www.just-eat.es/restaurants-222o-pizza-al-taglio-zaragoza/menu	37746, 37747, 37952
